SKU,Quantity,ProductCategory,ProductName,Margin,AverageDiscount,OrderCount_Ratio_Discounted_vs_FullPrice,Seasonality
9-2077004071,4.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,Estée Lauder Pure Color Matte Lipstick 569 Fearless,42.45,16.76,inf,january
9-2077004238,1.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Parfum - Parfum,Estée Lauder Bronze Goddess Flora Verde Eau de Parfum 50 ml,21.35,35.1,6.5,august-september
9-2889014388|EE0019|XL,0.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Τοπ / Γυναικείες Μπλούζες / Γυναικείες Μπλούζες Casual,"Desigual γυναικεία μπλούζα με letter print ""Dione""  Μαύρο XL",19.33,18.2,inf,may
9-3047001374|EE0436|ONESIZE,1.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Αξεσουάρ / Ανδρικά Πορτοφόλια & Θήκες,Guy Laroche ανδρικό δερμάτινο πορτοφόλι μονόχρωμο με logo print Καφέ ONE SIZE,37.77,19.5,inf,november
9-4156001360|EE7960|OSZ,0.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικείες Τσάντες / Γυναικείες Τσάντες Ταχυδρόμου & Cross Body,"Lauren Ralph Lauren γυναικεία δερμάτινη τσάντα crossbody με μαντήλι ""Medium Tanner"" Μπλε Σκούρο ONE SIZE",30.02,0.0,0.0,february
9-4447000206|ED2061|080,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Παπούτσια / Γυναικεία Πέδιλα & Σανδάλια,"Timberland  γυναικεία πέδιλα suede ""Greyfield 2"" Μαύρο 39",42.35,39.6,inf,august
9-4447000216|ED2063|090,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Παπούτσια / Γυναικεία Πέδιλα & Σανδάλια,"Timberland γυναικεία δερμάτινα σανδάλια ""Clairemont Way Fisherman"" Μαύρο 40",19.4,44.0,inf,august
9-4559001298|EC5735|T/U,0.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικείες Τσάντες / Γυναικείες Τσάντες Ώμου & Shopper Bags,"Guess γυναικεία τσάντα ώμου με all-over 4G logo print ""Noelle"" Κρέμ ONE SIZE",34.38,0.0,0.0,february-march
9-4559001581|EB6470|T/U,0.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικείες Τσάντες / Γυναικείες Τσάντες Μίνι,"Guess γυναικείο mini bag με all-over logo print και διακοσμητική αλυσίδα ""Noelle"" Ανθρακί ONE SIZE",21.99,25.0,inf,may
9-4625000049,1.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Parfum - Parfum,Marc Jacobs Perfect Intense  Eau de Parfum Marc Jacobs Perfect Intense Eau de Parfum 100 ml,19.7,0.0,0.0,september
9-4690000177|EA6010|OS,2.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικές Τσάντες / Ανδρικά Σακίδια & Backpacks,Timberland unisex backpack με logo patch 22 L Μπεζ ONE SIZE,35.5,0.0,0.0,april
9-4862001006,0.0,Προϊόντα Ομορφιάς & Καλλυντικά / Περιποίηση Σώματος / Ενυδάτωση & Περιποίηση Χεριών / Κρέμες Χεριών,L'Occitane Glycine Hand Cream 30 ml,32.81,3.85,inf,january-february
9-4866000069,4.0,Προϊόντα Ομορφιάς / Περιποίηση Σώματος / Καθαρισμός Σώματος / Αφρόλουτρα,L'Occitane Almond Whipped Shower Cream 200 ml,37.64,0.0,0.0,january
9-4896001609,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Σκιές Ματιών,Kiko Milano Water Eyeshadow 232 Silver,24.28,6.19,inf,august
9-4896003707,2.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Σκιές Ματιών,Kiko Milano Stardust Eyeshadow 03 Pale Orange,28.44,0.0,0.0,july
9-4975000042|EC7741|L,1.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Μαγιό & Αξεσουάρ Παραλίας / Μαγιό,Urban Classics ανδρικό μαγιό με all-over print Ροδακινί L,27.16,12.39,inf,july-august
9-4985000034,4.0,Προϊόντα Ομορφιάς & Καλλυντικά / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Ημέρας,Sisley Sisleÿa L'intégral Anti-Age Extra-Riche 50 ml,44.52,147.92,inf,january
9-4985000827,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Σετ Μακιγιάζ,Sisley Phyto-Noir Mascara Discovery Set,23.77,18.37,6.0,october-november
9-5289000004,8.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Μολύβια Ματιών,"Chiara Ferragni Eye Pencil - Talking Eyes 0,3 gr 02 Brown",23.84,6.6,0.5,november-december
9-5289000028,5.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Μολύβια Χειλιών,"Chiara Ferragni Lip Liner - Kiss Marker 1,45 gr 06 Mauve",25.64,0.0,0.0,october-december
959278501951,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Σκιές Ματιών,"Lancôme Ombre Hypnôse Intense 24h Eyeshadow Stick Lancôme Ombre Hypnôse Intense 24h Eyeshadow Stick 07 Bleu Nuit 1,4 gr",31.94,0.0,0.0,october
1044953,3.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ντεμακιγιάζ & Καθαρισμός Προσώπου / Αφροί Καθαρισμού Προσώπου,Sensai Silky Purifying Step 2 Mud Soap 125 ml,22.57,15.03,3.0,october-december
1054551,4.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Πούδρες Προσώπου,Shiseido BB Sports Compact SPF 50+ Light,42.46,21.75,inf,april
1081101,0.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Dolce & Gabbana Light Blue Eau de Toilette Dolce & Gabbana Light Blue Eau de Toilette 50 ml,22.97,35.68,1.75,march-april
1083713,2.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Eau de Toilette,Viktor & Rolf Spicebomb Night Vision Eau de Toilette 90ml,41.87,34.62,inf,june
1083727,6.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Lip Gloss,Clarins Lip Comfort Oil Power Of Colours - Limited Edition 7 ml 21 Joyful Yellow,18.1,12.76,inf,july
1083748,4.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Issey Miyake L'Eau D'Issey Solar Violet Eau de Toilette Vapo 100ml,34.7,36.85,inf,march
1082767,3.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,Clarins Joli Rouge Satin 705 Soft Berry,42.21,11.37,inf,december
9-2077003891,2.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Ρουζ,Estée Lauder Pure Color Envy Sculpting Blush Refill 7gr Pink Kiss,20.06,17.27,inf,january
925278503478,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Ημέρας,Lancôme Absolue Regenerating Brightening Rich Cream 60 ml,44.05,93.94,inf,january
9-3008000652,1.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Parfum - Parfum,Dior J’adore l’Or Fragrance with Floral Notes 35ml,28.59,41.97,2.0,september-october
9-4508000692|EE0019|L,3.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,JACK & JONES ανδρικό T-shirt με graphic print Relaxed Fit Μαύρο L,43.37,5.4,inf,july
9-4690000183|EE0019|L,9.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Κάλτσες / Ανδρικές Κάλτσες Κοντές,Timberland σετ unisex κοντές κάλτσες no-show (3 ζευγάρια) Μαύρο L,35.3,3.0,inf,april
9-4842000593|EE0122|4,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικά Σετ Ρούχων για Αγόρια",Boboli παιδικό σετ μπλούζα και σορτς με animal print Λευκό 4Y,24.05,7.78,inf,may
9-4842000635|EE0312|10,0.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικά Σετ Ρούχων για Αγόρια",Boboli παιδικό σετ μπλούζα και σορτς με fruit print Ανθρακί 10Y,20.65,7.45,inf,april-may
9-4862000754,3.0,Προϊόντα Ομορφιάς & Καλλυντικά / Περιποίηση Προσώπου / Ντεμακιγιάζ & Καθαρισμός Προσώπου / Αφροί Καθαρισμού Προσώπου,L'Occitane Immortelle Divine Foaming Cleansing Cream 125 ml,24.11,11.25,inf,november
9-4862000908,3.0,Προϊόντα Ομορφιάς & Καλλυντικά / Περιποίηση Σώματος / Ενυδάτωση & Περιποίηση Χεριών / Κρέμες Χεριών,L'Occitane Almond Delicious Hands Cream 75 ml,17.79,5.5,1.5,january
9-4896001799,16.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Μακιγιάζ & Μολύβια Φρυδιών,Kiko Milano Micro Precision Eyebrow Pencil 03 Brunettes,19.32,0.0,0.0,october-november
9-4896003777,9.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Πούδρες Προσώπου,Kiko Milano Multi Finish Trio Blush & Bronzer Palette 01 Coral,18.14,0.0,0.0,july
9-4985000000,6.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ντεμακιγιάζ & Καθαρισμός Προσώπου / Τονωτικές Λοσιόν Προσώπου,Sisley Floral Toning Lotion 250 ml,27.69,27.73,inf,october
9-5305000092|EA1183|M,2.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Πλεκτά / Γυναικείες Ζακέτες Πλεκτές,Tom Tailor γυναικεία πλεκτή ζακέτα μονόχρωμη με ribbed λεπτομέρειες Regular Fit Μπλε Σκούρο M,38.87,0.0,0.0,march
1054628,4.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Ημέρας,Shiseido Benefiance Wrinkle Smoothing Day Emulsion 75 ml,19.24,48.9,inf,september-october
1057694,2.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Parfum - Parfum,Yves Rocher Mon Rouge Eau de Parfum Yves Rocher Mon Rouge Eau de Parfum 50 ml,18.91,0.0,0.0,august-september
1082497,4.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση & Αντιγήρανση Ματιών / Κρέμες & Gel,Yves Rocher Depuffing Lifting Eye Care 14 ml,34.3,12.64,0.36,july
1082617,4.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Ημέρας,Sensai Ultimate The Lotion II Sensai Ultimate The Lotion II - Trial Size 75 ml,20.92,48.85,3.0,february
1082723,2.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Πούδρες Προσώπου,Guerlain Parure Gold Skin Control High Perfection Matte Compact Foundation Guerlain Parure Gold Skin Control High Perfection Matte Compact Foundation 2N Neutral,17.93,32.31,inf,october-november
1083644,6.0,Προϊόντα Ομορφιάς & Καλλυντικά / Περιποίηση Σώματος / Καθαρισμός Σώματος / Αφρόλουτρα,Yves Rocher The Wild Algae Concentrated Shower Gel 100 ml,20.01,2.07,inf,april
1083752,0.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Πούδρες Προσώπου,Clarins Ever Matte Compact Powder 04 Medium,42.71,15.89,inf,september
1083837,4.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Concealers,"Guerlain Terracotta Concealer Natural Perfection Concealer 24h Wear - No-Transfer 1,5N Neutral",39.64,17.2,inf,october-december
"2-8867014793|ED5818|240*260,170*200",0.0,Home / Υπνοδωμάτιο / Σεντόνια / Υπέρδιπλα Σεντόνια & Σετ,"Das Home σετ σεντόνια υπέρδιπλα με λάστιχο και μαξιλαροθήκες ""5426 Casual"" (4 τεμάχια) Μπεζ ΣΕΤ",25.62,8.98,3.0,february
3G1505280-34|G0023|33,1.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Παντελόνια / Ανδρικά Παντελόνια Chinos,Gant ανδρικό chino παντελόνι Slim Fit (34L) Γκρι 33,34.67,75.25,inf,july-august
3NCN1R02916|NC459|XXL,2.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικές Μπλούζες Πολο,"Nautica ανδρική μπλούζα πόλο πικέ κοντομάνικη με κεντημένο λογότυπο Classic Fit ""Leonid"" Μπλε Σκούρο XXL",31.12,14.0,inf,may
3PF2683|L001|T42,2.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Τοπ / Γυναικείες Μπλούζες / Γυναικείες Μπλούζες Polo,Lacoste γυναικεία κοντομάνικη πόλο μπλούζα πικέ με flower motif Slim Fit Λευκό 42,35.31,64.0,inf,february
3PF7184|L031|T42,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Τοπ / Γυναικείες Μπλούζες / Γυναικείες Μπλούζες Polo,Lacoste γυναικεία μπλούζα κρουαζέ πόλο Μαύρο 42,35.48,62.1,inf,february
9-2077003913,2.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Ματιών / Σκιές Ματιών,Estée Lauder Pure Color Envy Eyeshadow Quad 06 Metal Moss,33.86,26.56,inf,january
9-2077003929,2.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Πούδρες Προσώπου,Estée Lauder Double Wear Sheer Flattery Loose Powder Medium Matte,22.98,20.13,inf,january
9-2077004014,2.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Ημέρας,Estée Lauder Revitalizing Supreme+ Youth Power Crème Refill 50 ml,16.17,36.68,16.0,september
9-3008000649,1.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Parfum - Parfum,Dior J’adore l’Or Fragrance with Floral Notes 80ml,28.67,74.22,inf,september
9-3309010172|ED2405|130,1.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Παπούτσια / Ανδρικά Boat Shoes,"Timberland ανδρικά δερμάτινα boat shoes ""Classic"" Καφέ 47,5",41.73,30.0,inf,may
9-4447000208|ED2063|075,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Παπούτσια / Γυναικεία Πέδιλα & Σανδάλια,"Timberland  γυναικεία πέδιλα με λουράκια ""Clairemont Way"" Μαύρο 38,5",32.08,21.38,inf,june-july
9-4508000674|EA5193|M,1.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Πουκάμισα / Ανδρικά Πουκάμισα Casual,JACK & JONES ανδρικό κοντομάνικο πουκάμισο με floral print Relaxed Fit Πράσινο M,39.97,0.0,0.0,september
9-4508000686|EE5503|M,1.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Πουκάμισα / Ανδρικά Πουκάμισα Casual,JACK & JONES ανδρικό πουκάμισο μάο Slim Fit Μπλε Ανοιχτό M,44.75,10.42,inf,june
9-4559001580|EB7609|T/U,2.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικείες Τσάντες / Γυναικείες Τσάντες Ώμου & Shopper Bags,"Guess γυναικεία τσάντα ώμου με ανάγλυφο μονόγραμμα και διακοσμητικό μπρελόκ ""Sebina"" Μπεζ ONE SIZE",19.91,33.0,inf,may
9-4631000211,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Eau de Parfum - Parfum,Rabanne Invictus Platinum Eau de Parfum 100ml,35.75,50.78,inf,november-december
9-4686000693|EB4374|L,0.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Τοπ / Γυναικείες Μπλούζες / Γυναικείες Μπλούζες Casual,"Guess γυναικεία μπλούζα ribbed με κουμπιά και ανάγλυφο λογότυπο στο στήθος ""Olympia"" Λευκό L",35.23,10.0,inf,april
9-4686000877|ED6316|S,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Φορέματα / Γυναικεία Φορέματα Μίνι,Guess γυναικείο mini φόρεμα με all-over print Μαύρο S,44.4,60.0,inf,march
9-4842000644|EA0556|12,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Φορέματα για Κορίτσια",Boboli παιδική φόρμα ολόσωμη με all-over print Πολύχρωμο 12Y,44.57,0.0,0.0,march
9-4866000101,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Περιποίηση Σώματος / Καθαρισμός Σώματος / Αφρόλουτρα,L'Occitane Fleurs de Cerisier Visite en Provence Shower Gel 250 ml,35.6,6.3,3.5,february
9-4896001590,18.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Μακιγιάζ & Μολύβια Φρυδιών,Kiko Milano Lasting Eyebrow Gel 03 Redheads,22.31,0.0,0.0,june
9-4896003747,3.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,Kiko Milano Velvet Passion Matte Lipstick 303 Rose,38.96,0.0,0.0,july
9-4985000513,2.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Μάσκες Περιποίησης Προσώπου / Προϊόντα Λάμψης Προσώπου,Sisley Radiant Glow Express Mask 60 ml,18.21,26.84,inf,july
9-5084000082|EE0334|ONE SIZE,1.0,Ανδρική Μόδα / Ανδρικές Τσάντες / Ανδρικά Σακίδια & Backpacks,"Rains unisex αδιάβροχο backpack ""W3"" Λαδί ONE SIZE",38.42,0.0,0.0,november
1041642,2.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Αρωματικές Κρέμες & Lotion,Guerlain La Petite Robe Noire Body Lotion 200 ml,42.31,22.77,inf,april
1044951,8.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ντεμακιγιάζ & Καθαρισμός Προσώπου / Gel Καθαρισμού Προσώπου & Γαλακτώματα,Sensai Silky Purifying Step 1 Cleansing Balm 125 ml,26.49,17.18,inf,january-december
1050330,0.0,Προϊόντα Ομορφιάς & Καλλυντικά / Περιποίηση Σώματος / Ενυδάτωση & Περιποίηση Χεριών / Κρέμες Χεριών,Yves Rocher Relaxing Hand Cream Olive Petitgrain 30 ml,33.92,2.48,5.0,february-april
1054560,2.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Μάσκαρα Ματιών,Shiseido Controlled Chaos Mascaraink Shiseido Controlled Chaos Mascaraink 02 Sapphire Spark ,27.9,14.78,3.0,may
1057741,5.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Serums,Sensai Dual Essence 30 ml,28.13,53.97,inf,october
1058040,4.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Αποσμητικά Αρωμάτων,Shiseido Ginza Perfumed Deodorant Spray 100 ml,24.31,15.73,inf,november-december
1058491,4.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ντεμακιγιάζ & Καθαρισμός Προσώπου / Ντεμακιγιάζ Ματιών,Yves Rocher Express Eye Makeup Remover - Pur Bleuet Yves Rocher Express Eye Makeup Remover - Pur Bleuet 200 ml,37.86,6.03,3.25,november-december
1082631,4.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Αξεσουάρ Μακιγιάζ,Sensai Lasting Plump Lipstick Holder,43.09,5.56,2.0,june
1083567,16.0,Προϊόντα Ομορφιάς / Περιποίηση Σώματος / Ενυδάτωση Σώματος  / Ενυδατικές Κρέμες & Lotion,Yves Rocher Coconut Escape Body Lotion 390 ml,43.22,5.37,0.11,october
1083573,14.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Lip Balm,"Yves Rocher Nourishing Shea Lip Balm 4,8 gr",20.24,2.12,0.5,april
1083589,7.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Ενυδάτωση Χειλιών,"Yves Rocher Nourishing Coconut Lip Balm 4,8 gr",41.24,2.36,0.5,february
1083731,2.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Parfum - Parfum,Zadig & Voltaire This is Really Her! Eau de Parfum Vapo 30ml,37.12,26.04,2.0,march
1082453,2.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Eau de Toilette,Diesel Only The Brave Eau de Toilette Diesel Only The Brave Eau de Toilette 50 ml ,22.59,23.16,1.0,november-december
3NCN7R02890|NC011|L,4.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,"Nautica ανδρικό T-shirt με graphic print στο πίσω μέρος Regular Fit ""Barna"" Μαύρο L",17.02,0.0,0.0,may
9-2077004243,2.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Serums,Estée Lauder Perfectionist Pro Rapid Firm + Lift Serum with Hexapeptides 8 + 9 30ml,23.04,49.39,inf,november
9-3008000582,2.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Eau de Toilette,"Diοr Homme Sport Eau de Toilette for Men - Fresh, Woody and Spicy Olfactory Notes Diοr Homme Sport Eau de Toilette for Men - Fresh, Woody and Spicy Olfactory Notes 125 ml",42.37,42.35,inf,june
9-3308011948|EE3391|XL,4.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Πουκάμισα / Ανδρικά Πουκάμισα Casual,Timberland ανδρικό λινό πουκάμισο ''Mill River'' Γαλάζιο XL,34.0,25.0,1.0,june
9-4161001592|EA3421|1SZ,0.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικείες Τσάντες / Γυναικεία Αξεσουάρ Τσάντας,"Marc Jacobs γυναικεία αλυσίδα τσάντας ""The Sticker Chain Shoulder Strap"" Ασημί ONE SIZE",36.63,36.0,inf,april
9-4357000338|EE0019|80,2.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Εσώρουχα / Γυναικεία Κορμάκια ,"Luna γυναικείο στράπλες κορμάκι με ελαφριά ενίσχυση Cup Β ""Secret Sense"" Μαύρο 80",22.71,0.0,0.0,october
9-4508000682|EE0018|S,1.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικά Πουκάμισα / Ανδρικά Πουκάμισα Casual,JACK & JONES ανδρικό κοντομάνικο πουκάμισο Comfort Fit Λευκό S,36.58,16.0,inf,may
9-4559001560|EE0019|T/U,2.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικείες Τσάντες / Γυναικείες Τσάντες Ώμου & Shopper Bags,"Guess γυναικεία τσάντα ώμου μονόχρωμη με μεταλλικό λογότυπο ""Daryna"" Μαύρο ONE SIZE",15.84,37.5,inf,january
9-4629000027,1.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Eau de Parfum - Parfum,Joop! Homme Eau de Parfum Joop! Homme Eau de Parfum 75 ml,26.26,20.26,inf,june
9-4862000966,2.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,L'Occitane Néroli & Orchidée Eau Intense Eau de Toilette 50 ml,33.8,0.0,0.0,december
9-4896001591,8.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Μακιγιάζ & Μολύβια Φρυδιών,Kiko Milano Lasting Eyebrow Gel 04 Chocolate,19.38,0.0,0.0,march-april
9-4896001611,25.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Ματιών / Σκιές Ματιών,Kiko Milano Water Eyeshadow 234 Copper,39.69,0.0,0.0,may
9-4896001825,6.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Μάσκες Περιποίησης Προσώπου / Ενυδατικές Μάσκες Προσώπου,Kiko Milano Moisturizing Jelly Mask ,22.05,10.49,0.33,august
9-4896003940,8.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Μακιγιάζ & Μολύβια Φρυδιών,Kiko Milano Precision Eyebrow Pencil 03 Auburn and Redheads,34.57,2.7,1.0,january
9-4985000017,3.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Ημέρας,Sisley Moisturizer With Cucumber 50 ml,27.16,79.63,1.0,march
9-5084000086|EE0019|ONE SIZE,1.0,Ανδρική Μόδα / Ανδρικές Τσάντες / Ανδρικά Σακίδια & Backpacks,"Rains unisex αδιάβροχο backpack ""SRolltop Rucksack"" Μαύρο ONE SIZE",32.88,22.0,0.5,january-december
9-5289000024,3.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,"Chiara Ferragni Lipstick - Kiss Fiercely 3,5 gr 10 Nude",18.22,5.46,0.29,october-december
9-5308000022|ED8006|M,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Τοπ / Γυναικεία T-Shirts,Guess γυναικείο T-shirt με λογότυπο  Γαλάζιο M,15.51,0.0,0.0,april
1041201,1.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Ημέρας,Sensai Cellular Performance Hydrachange Cream 40 ml,42.29,53.98,inf,july
1041347,3.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Μάσκαρα Ματιών,"Sensai Mascara 38°C Separating & Lengthening Sensai Mascara 38°C Separating & Lengthening MSL-1 Black 7,5 ml",23.09,11.17,2.67,october-november
1056000,4.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Eau de Toilette,Kenzo Ekh Eau de Toilette Hyper Wave Kenzo Ekh Eau de Toilette Hyper Wave 30 ml,39.59,18.96,inf,april
1059484,5.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Hermès Eau des Merveilles Bleue Eau de Toilette 50 ml,44.98,28.57,5.0,february
1059812,4.0,Προϊόντα Ομορφιάς,Clarins Revitalizing Silky Body cream 200 ml,21.34,0.0,0.0,october
