SKU,Quantity,PopularMonths
9-5289000000,5.0,april
1034980,2.0,november-december
1040977,3.0,july
1041200,1.0,february
1055600,1.0,february
1056056,4.0,march
1059587,3.0,january-december
1059631,3.0,november-december
1059725,1.0,july
1059848,4.0,january
12310420,0.0,september
12310303,15.0,january
3G2013033|G0433|3XL,1.0,july-august
3G2014022|G0433|3XL,1.0,may
3GS30639894|G69|43,1.0,may
3NCV41050|NC1BW|XXL,7.0,june
3PS1271|B166NV|TXL,3.0,june
9-0527010680|EE1754|11,1.0,march
9-4238002328|EC9274|8,1.0,may
9-4622000144,1.0,october
9-4624000004,2.0,june
9-4724000008|EE0379|75,1.0,august
9-4724000055|EE0442|75,2.0,july
9-4724000058|EB2698|85,1.0,august
9-4857000109|EB8604|40,1.0,may
9-4896001071,7.0,september-october
9-4896001117,1.0,august
9-4896001955,9.0,october-november
9-4896002115,6.0,october
9-4896002131,3.0,july-august
9-4896004277,8.0,june-july
9-4896004278,9.0,july-september
9-4896004969,15.0,february
9-4896005122,3.0,march
9-4896005184,4.0,february
9-4896005192,7.0,february-april
9-4896005213,10.0,april
9-4896005216,6.0,february
9-4896005249,7.0,april
9-5035000191|EE0334|41,1.0,may
959300800280,3.0,october-december
989278502695,1.0,april-may
103483,7.0,january-february
1049030,1.0,november-december
1049748,5.0,may
1059806,2.0,june-july
1059853,2.0,november
1059943,9.0,september-december
12310624,10.0,november
12309768,2.0,february
3200654963186|P0000|S,1.0,april
3CH2936|L522|T42,6.0,july-august
3EN202403|B370OL|T36,5.0,july
3G2014058|G0401|M,1.0,may
909278500013,1.0,january-december
9-4200001814|EE3331|8,0.0,may
9-4508000047|EE0019|34-34,2.0,june
9-4623000008,3.0,november
9-4724000011|EB2698|L,2.0,april
9-4812000250|EE7048|S,0.0,may
9-4896000435,6.0,july-august
9-4896000893,15.0,october-november
9-4896002048,19.0,january-february
9-4896002094,22.0,july-september
9-4896003971,5.0,october-november
9-4896004060,11.0,january
9-4896004282,9.0,july-august
9-4896004936,10.0,january
9-4896004960,16.0,january-december
9-4896004986,22.0,february
9-4896005195,10.0,february
9-4896005283,1.0,march-april
9-4896005286,7.0,april-may
9-4896005312,12.0,march-april
9-4896005351,0.0,march-april
9-5000000769|EA4652|36,2.0,may
9-5036000103|EE0019|41,1.0,december
9-5036000103|EE0019|44,1.0,february
998278503015,2.0,november
1030808,4.0,may
1031184,3.0,july-august
1052228,4.0,september-october
1052643,2.0,february
1080209,2.0,november-december
1080185,3.0,july
3G2003339|G0130|L,4.0,april
3G205066|G0248|38,3.0,june-july
3G205066|G0410|42,1.0,july
3G205066|G0410|44,1.0,june
3G205069|G0301|31,1.0,june-july
3G205069|G0301|42,1.0,july
3G3250050|G0407|XXL,1.0,may
3G3250082|G0110|L,2.0,may
3GW4200560|G0627|L,2.0,april-may
3GW4200671|G0433|S,1.0,august
3NCK41050|NC0TB|S,2.0,june
3NCK41050|NC7CN|L,7.0,april
3NCT71053|NC4NV|XXXL,3.0,may-june
3TH9894|LC7Z|T7,1.0,may
9-3006000501,2.0,january
9-3007002684,1.0,june
9-3007002900,2.0,january
9-3007002951,0.0,january-december
9-3007003059,1.0,october
9-3007003175,0.0,april
9-3308012439|EC6144|M,2.0,july-august
9-3308012663|EA8484|XL,3.0,may
9-3308012715|ED0251|XL,3.0,may
9-3371018786|EE0018|11-12,0.0,july
9-3917002020|EA3917|24,1.0,may
939207702623,1.0,january
9-4560000215|EE0004|21,1.0,march-april
9-4574001588|EE0011|8,0.0,may
9-4574001668|ED8053|7,0.0,may
9-4598000578|EE7958|38,2.0,april-may
9-4763000035|EE6036|12,2.0,january
9-4825001433|EE0019|LARGE,4.0,may
9-4862000193,7.0,october-november
9-4896002466,7.0,february
9-4946000418|EC6004|L,1.0,april-may
9-4946000460|EB9479|3032,0.0,april
9-4947000052|EE1149|43,1.0,november
9-4947000428|EE1149|32,2.0,april
9-4947000429|EE1149|ONESI,0.0,may
9-5000001845|ED2847|L,1.0,august
9-5103000028|ED4683|39,1.0,september-october
9-5103000037|ED7641|38,1.0,april-may
9-5103000037|ED7641|39,1.0,april
1032392,2.0,october
1034695,3.0,december
1034821,3.0,september
1052872,3.0,april
1057419,2.0,january-december
1080194,1.0,august-september
3200957665001|P0000|S,1.0,april
3G920006300|G0410|M,1.0,august
3GW4200575|G0113|M,0.0,may
3GW4200587|G0651|L,1.0,may
3NCK41050|NC0TB|XXXL,6.0,april
3NCK41050|NC6NR|XXL,5.0,may-june
3TH9894|LC7Z|T5,2.0,may
3TJ8482|LSIW|T16A,0.0,april
9-0995032331|EE0005|8,2.0,july
9-0995032946|EE0011|10,2.0,may
927278503640,2.0,april
9-3007003052,1.0,september
9-3007003065,1.0,april
9-3007003190,2.0,january-december
9-3007003192,1.0,january
9-3007003325,1.0,april
9-3308012434|EE0034|32,1.0,august
9-3308012559|ED5661|M,6.0,december
9-3308012623|EE0019|XL,1.0,february
939207702666,3.0,november
9-4198002799|EB2480|M,0.0,april
9-4574001606|EC6825|6,1.0,march
9-4574001614|EE0013|3,1.0,may
9-4862000083,2.0,april
9-4862000316,10.0,april
9-4896002586,14.0,january-december
9-4896002693,15.0,october-november
9-4896002695,43.0,january
9-4946000461|EC4599|2732,0.0,march
9-4947000332|EB6041|ONESI,4.0,january
9-4947000424|EB6041|3334,2.0,may
9-4947000428|EA5378|36,1.0,april
9-4947000459|ED8657|L,1.0,may
9-4947000461|EE8745|XXL,2.0,may
9-5000001564|EE0051|40,1.0,august-september
9-5000001807|EE0321|40,1.0,august
9-5222000078|ED7906|42,1.0,may
9-5235000039|EE1149|OS,2.0,february
1047821,5.0,january
1053844,2.0,february
1053923,3.0,october-november
1053951,5.0,june
1058673,2.0,june-july
1080916,3.0,august
1080991,5.0,march-april
1084344,2.0,november-december
1084373,3.0,november-december
1084456,5.0,november-december
1085122,3.0,march
1084232,2.0,november-december
1084468,9.0,october-december
1084635,6.0,november
1084779,2.0,january
1084788,3.0,november-december
3G7006299|G0433|XL,1.0,february
900241800279,1.0,april
900278504245,1.0,july
900278800860,1.0,april
9-2077003692,1.0,november
9-2077003828,3.0,march
9-3370026277|EE1241|6-7,0.0,may
9-3372016192|EE0018|11-12,1.0,may
9-3372016194|EE0055|12-13,1.0,may
9-3548000341|EE0019|80,1.0,january
9-3548000367|EE0848|75,1.0,may
9-3970008586|EA4172|S,0.0,may
9-4499002349|EE0016|54,3.0,april
9-4620000006,1.0,april
9-4818000094|EE0019|39,1.0,february-march
9-4824001940|EE0001|LARGE,2.0,february
9-4896001140,7.0,september
9-4896001169,12.0,april
9-4896001197,38.0,june
9-4920000136|EE0001|24,1.0,may
9-5041000157|EE0001|XL,0.0,may
9-5142000192|EB9086|L,1.0,april
9-5142000227|EE9905|3832,0.0,april
9-5143000004|EA8877|2530,2.0,may
9-5147000006|EE6036|S,1.0,may
979240500394,1.0,january
1045707,4.0,june
1053843,0.0,april
1053970,1.0,july
1054440,3.0,october
1080401,3.0,march
1085178,2.0,may
1080516,5.0,december
1080869,5.0,november-december
1084334,3.0,march
1084340,2.0,september-october
3AJ1121|L166|T14A,1.0,february
3NC25D603|NC4VN|M,1.0,june
900241800267,1.0,july
900278503959,1.0,november
900278504473,1.0,january
900278800923,2.0,november-december
9-2077003781,1.0,june
9-2077003814,2.0,august
9-3370026279|EE0019|4-5,2.0,march
9-3372016141|EE0051|13-14,1.0,june
9-4552001109|EE1059|36-40,1.0,january-february
9-4552001166|EE1059|36-40,10.0,february
9-4580000023|EE2890|434,4.0,august
9-4896001315,9.0,july
9-4896002697,6.0,november-december
979207703236,3.0,march
979240500367,1.0,december
979240500405,1.0,january
979278502505,1.0,march-april
1046529,2.0,december
1059022,0.0,november-december
1080402,3.0,march
1080438,4.0,november-december
1080679,4.0,january
1083897,10.0,april-may
9-3008000541,1.0,april
9-3008000562,2.0,november
9-4559001563|EE0436|T/U,2.0,february-march
9-4559001582|EE0019|T/U,1.0,may
9-4559001584|EE0436|T/U,2.0,may
9-4559001603|EE0019|T/U,1.0,march
9-4630000182,2.0,april
9-4631000257,1.0,november
9-4896001800,7.0,february
9-4896003465,10.0,january
9-4896003726,11.0,january
9-4896003799,1.0,june
9-4896003922,10.0,june-july
9-4985000024,4.0,october
9-5084000120|ED7784|ONE SIZE,2.0,may
1049693,3.0,july
12309437,11.0,november
12309713,5.0,october
35H2402|L031|TL,2.0,may
12310986| | ,3.0,september
3G2014058|G0401|L,2.0,may
9-3047001436|EE0224|ONESIZE,1.0,february
9-3308011730|EE0034|38,1.0,august
9-3308011758|EE0034|38,1.0,july-august
9-3308011792|EE0039|34,2.0,august
9-4238002267|ED1269|9,1.0,june
9-4508000047|EE0019|34-32,3.0,february
9-4621000173,3.0,december
9-4669000986|ED0833|6,1.0,february
9-4724000008|EE0379|80,1.0,may
9-4724000011|EB2698|M,3.0,july
9-4724000032|EB2698|80,1.0,july
9-4724000062|EB2698|95,2.0,february
9-4896001087,6.0,august
9-4896001110,7.0,june
9-4896002113,1.0,october
9-4896002195,4.0,july-august
9-4896004059,10.0,september-october
9-4896004070,4.0,november-december
9-4896004140,8.0,march
9-4896004147,11.0,january
9-4896004150,5.0,may-june
9-4896004207,6.0,october
9-4896004424,6.0,october
9-4896004448,2.0,november
9-4896004769,29.0,october-december
9-4896004914,12.0,october-november
9-4896004979,6.0,december
9-4896005162,1.0,january-february
9-4896005212,13.0,april
9-4896005263,16.0,march-april
9-5000000536|EA6418|40,1.0,june-july
9-5035000133|EE0019|39,1.0,february
969207703039,1.0,july
989278800493,1.0,november
1041349,4.0,january
1048848,4.0,november-december
1059639,3.0,july
1059804,2.0,april-june
12309000,1.0,august
12309249,43.0,august-october
35H1774|LEQD|TS,1.0,february
3EF9988|LGWI|T38,0.0,may
3G2013042|G0403|XXL,3.0,july
3GS30631874|G69|44,1.0,april
3GS30631889|G00|44,1.0,march
3GW4700281|G0213|M,1.0,february
3MPS1003|B166NV|TXL,2.0,may
3PS1271|B001WH|T3XL,1.0,july
900470700147,1.0,october-november
9-0527010222|EE0013|11,1.0,september
9-2075001979,0.0,march-april
9-3308011820|EA5968|M,4.0,april
9-3308011856|EA5968|XL,2.0,march
9-3686001949|EE2906|1SZ,1.0,march-april
9-4669000683|EB0180|12,0.0,april
9-4669000951|ED7432|5,0.0,april
9-4725000000,0.0,april
9-4857000109|EB8604|39,0.0,may
9-4896000316,6.0,october
9-4896000338,11.0,july
9-4896000812,2.0,october
9-4896004469,1.0,january-february
9-4896004605,5.0,august
9-4896005158,7.0,january-february
9-4896005161,7.0,january-february
969300800321,4.0,january-december
1047816,5.0,december
1053901,3.0,june
1058832,5.0,october-november
1059150,1.0,november
1080517,6.0,june-july
1080550,2.0,april
1083838,5.0,may
1085072,4.0,april
1085308,4.0,april-may
1058617,1.0,november
12307099,2.0,february
3NF1890PO|LG000|T00,1.0,march
900240501506,0.0,october
900241800236,2.0,november
900278504065,0.0,april
900278504583,0.0,april
917241800137,1.0,november
9-2077003507,3.0,september
9-3309010097|EE1775|100,2.0,june
9-3309010133|ED2079|100,2.0,july
9-3369027392|EE0419|5-6,1.0,march
9-3372016607|EE0018|13-14,0.0,may
9-3548000299|EE0019|90,1.0,september
9-3970008513|EE6831|44,1.0,may
9-4237004283|EE0981|5+,2.0,july
9-4318000549|EA1183|XXL,1.0,may
9-4508000811|ED2019|M,1.0,april
9-4552001010|EE1059|36-40,1.0,november
9-4552001162|EE1059|36-40,12.0,february
9-4730000385|EE0068|1SZ,0.0,may
9-4896001224,6.0,october-november
9-5142000020|EE6933|XL,6.0,april
1047086,5.0,november-december
1058672,1.0,march-april
1084652,1.0,november-december
1084416,3.0,february-march
12305891,38.0,august-september
1085291,5.0,april
3NC25D603|NC0TB|M,1.0,july
1084350,2.0,september-october
12305131,5.0,august-september
1085227,1.0,april-may
1085299,5.0,march
3NF2037PO|LG000|T00,1.0,january
900278504084,0.0,march
900278504085,1.0,may-july
9-3309010134|ED2080|090,2.0,june-august
9-3309010135|ED2081|095,1.0,july-august
9-3309010135|ED2081|100,1.0,july-august
9-3369027421|EE3412|4-5,0.0,may
9-3372015451|EE0018|12-13,1.0,february
9-3372016624|EE0018|10-11,0.0,march-april
9-3548000573|EE0019|85,1.0,january
9-3970008519|EE0056|48,1.0,may
9-3970008563|EB8371|48,1.0,may
9-4237004291|EE0019|7,1.0,july-august
9-4318000549|EA1183|XL,0.0,april-may
9-4499002413|EE0004|4,1.0,may
9-4619000117,1.0,october
9-4896000226,21.0,october-december
9-4896001206,7.0,august
9-4963000069|EE1149|105,3.0,april-may
9-5142000003|EA9552|3832,1.0,november
9-5142000197|EE6933|3434,1.0,may
9-5168000021|EE2272|14,1.0,april
979240500397,1.0,january
1059018,5.0,november-december
1059117,1.0,october
1080919,2.0,september
1084625,5.0,november-december
1084777,3.0,november
1085315,1.0,april
12307679,6.0,november-december
12307657,15.0,august
12307648,20.0,august
3412802952005|P0000|S,1.0,may
3PH0084|LHCF|T4,2.0,april
900278504328,1.0,march
900278504530,2.0,april
9-1683021544|EE1754|11,1.0,june
917241800146,1.0,july
9-3370026261|EE0051|7-8,2.0,may
9-3548000355|EE0848|L/XL,3.0,february
9-3970008544|EE0334|52,0.0,may
9-4508000807|EA1830|M,3.0,may
9-4552001115|EE1059|41-46,3.0,february
9-4668000125|EE0684|4,1.0,april
9-4824001546|EE0051|3434,1.0,july
9-4824001973|ED7844|3432,0.0,april
9-4896001325,1.0,october-november
9-4961000035|EE7955|44,2.0,may
9-4963000069|EC3785|100,2.0,february
9-5142000022|EE6098|XL,9.0,january-december
9-5142000024|EE5900|L,3.0,april
9-5142000210|EA5668|L,2.0,may
9-5142000214|EE1411|L,1.0,march
9-5142000259|EB9085|L,2.0,april
1044959,3.0,february-march
1050340,0.0,april
1082003,2.0,november-december
1082480,5.0,june
1082846,2.0,november-december
1082396,3.0,november-december
1082466,3.0,august
1082585,1.0,november-december
1083440,1.0,june
3PF5445|L001|T44,1.0,july-august
9-2077003951,3.0,january
9-2077004071,4.0,january
9-2077004238,1.0,august-september
9-2889014388|EE0019|XL,0.0,may
9-3047001374|EE0436|ONESIZE,1.0,november
9-4156001360|EE7960|OSZ,0.0,february
9-4447000206|ED2061|080,1.0,august
9-4447000216|ED2063|090,1.0,august
9-4559001298|EC5735|T/U,0.0,february-march
9-4559001581|EB6470|T/U,0.0,may
9-4625000049,1.0,september
9-4690000177|EA6010|OS,2.0,april
9-4862001006,0.0,january-february
9-4866000069,4.0,january
9-4896001609,1.0,august
9-4896003707,2.0,july
9-4975000042|EC7741|L,1.0,july-august
9-4985000034,4.0,january
9-4985000827,1.0,october-november
9-5289000004,8.0,november-december
9-5289000028,5.0,october-december
959278501951,1.0,october
1044953,3.0,october-december
1054551,4.0,april
1081101,0.0,march-april
1083713,2.0,june
1083727,6.0,july
1083748,4.0,march
1082767,3.0,december
9-2077003891,2.0,january
925278503478,1.0,january
9-3008000652,1.0,september-october
9-4508000692|EE0019|L,3.0,july
9-4690000183|EE0019|L,9.0,april
9-4842000593|EE0122|4,1.0,may
9-4842000635|EE0312|10,0.0,april-may
9-4862000754,3.0,november
9-4862000908,3.0,january
9-4896001799,16.0,october-november
9-4896003777,9.0,july
9-4985000000,6.0,october
9-5305000092|EA1183|M,2.0,march
1054628,4.0,september-october
1057694,2.0,august-september
1082497,4.0,july
1082617,4.0,february
1082723,2.0,october-november
1083644,6.0,april
1083752,0.0,september
1083837,4.0,october-december
"2-8867014793|ED5818|240*260,170*200",0.0,february
3G1505280-34|G0023|33,1.0,july-august
3NCN1R02916|NC459|XXL,2.0,may
3PF2683|L001|T42,2.0,february
3PF7184|L031|T42,1.0,february
9-2077003913,2.0,january
9-2077003929,2.0,january
9-2077004014,2.0,september
9-3008000649,1.0,september
9-3309010172|ED2405|130,1.0,may
9-4447000208|ED2063|075,1.0,june-july
9-4508000674|EA5193|M,1.0,september
9-4508000686|EE5503|M,1.0,june
9-4559001580|EB7609|T/U,2.0,may
9-4631000211,1.0,november-december
9-4686000693|EB4374|L,0.0,april
9-4686000877|ED6316|S,1.0,march
9-4842000644|EA0556|12,1.0,march
9-4866000101,1.0,february
9-4896001590,18.0,june
9-4896003747,3.0,july
9-4985000513,2.0,july
9-5084000082|EE0334|ONE SIZE,1.0,november
1041642,2.0,april
1044951,8.0,january-december
1050330,0.0,february-april
1054560,2.0,may
1057741,5.0,october
1058040,4.0,november-december
1058491,4.0,november-december
1082631,4.0,june
1083567,16.0,october
1083573,14.0,april
1083589,7.0,february
1083731,2.0,march
1082453,2.0,november-december
3NCN7R02890|NC011|L,4.0,may
9-2077004243,2.0,november
9-3008000582,2.0,june
9-3308011948|EE3391|XL,4.0,june
9-4161001592|EA3421|1SZ,0.0,april
9-4357000338|EE0019|80,2.0,october
9-4508000682|EE0018|S,1.0,may
9-4559001560|EE0019|T/U,2.0,january
9-4629000027,1.0,june
9-4862000966,2.0,december
9-4896001591,8.0,march-april
9-4896001611,25.0,may
9-4896001825,6.0,august
9-4896003940,8.0,january
9-4985000017,3.0,march
9-5084000086|EE0019|ONE SIZE,1.0,january-december
9-5289000024,3.0,october-december
9-5308000022|ED8006|M,1.0,april
1041201,1.0,july
1041347,3.0,october-november
1056000,4.0,april
1059484,5.0,february
1059812,4.0,october
12310247,9.0,november-december
35H2402|L031|TM,1.0,april
1056074,6.0,october
12310065,30.0,november-december
3G2013042|G0113|M,2.0,july
3G2013042|G0433|XL,4.0,july-august
9-0527010704|EE1754|11,3.0,march
9-3126001714|ED2146|ONE SIZE,1.0,july-september
9-3308011730|EE0034|42,1.0,august
9-3308011850|EC6140|XL,1.0,july
9-4508000047|EE0019|31-32,3.0,july
9-4669000986|ED0833|4,0.0,april
9-4724000003|EB2698|85,1.0,september-october
9-4857000121|EB8604|41,1.0,may
9-4896000327,18.0,january-december
9-4896000689,4.0,april
9-4896000756,5.0,august
9-4896001105,4.0,july
9-4896001938,11.0,october-november
9-4896001957,12.0,october
9-4896002080,19.0,april
9-4896004259,2.0,february
9-4896004926,2.0,november-december
9-4896005142,1.0,april-may
9-4896005215,13.0,april-may
9-4896005232,7.0,may
9-4896005333,6.0,april
9-5037000064|EE1059|26,1.0,may
9-5037000068|EE0051|23,1.0,may
1040833,3.0,july
1048881,3.0,october-november
1049027,3.0,september
1049601,2.0,march
1049902,2.0,january
1059624,6.0,september
1059788,0.0,january
12309711,11.0,october
12309720,15.0,october
12309811,7.0,september
12310066,8.0,november
12310533,4.0,august-september
12310751,6.0,march
2-8908020775,0.0,january-february
3200704777004|P0000|M,0.0,may
35H3413|L525|TXL,1.0,november-december
35H8385|L031|TXL,1.0,january-february
12310603,2.0,january
35H2392|L031|TM,2.0,may
35H8385|L031|TXXL,1.0,january-february
3GU902513023|G0110|M,2.0,april
3GU902513023|G0110|XL,3.0,april
3GW4400148|G0433|36,0.0,november
3PS4460|B166NV|TL,4.0,may
3XF7260|LHHW|T40,2.0,august
9-3308011805|EE0039|XL,3.0,april
9-3308011856|EA5968|M,3.0,december
9-3686001952|EE2906|1SZ,1.0,may
9-3715002996|EB4660|XXL,1.0,may
9-4896000811,6.0,october-november
9-4896000888,21.0,may
9-4896000901,1.0,november-december
9-4896001082,2.0,october-december
9-4896001083,2.0,july
9-4896001090,6.0,july
9-4896001111,4.0,june-july
9-4896001112,6.0,june
9-4896001941,9.0,january
9-4896002041,0.0,october-november
9-4896002198,7.0,november
9-4896004151,3.0,february
9-4896004215,2.0,july-august
9-4896004240,6.0,october
9-4896004670,6.0,january
9-4896004692,28.0,november
9-4896004704,6.0,january
9-4896004985,0.0,march-april
9-4896005107,14.0,february
9-4896005117,5.0,january
9-4896005157,5.0,february
9-5000000461|EA3640|ONE SIZE,1.0,may
3NF1888PO|LG883|T00,0.0,july
900278503956,1.0,january
900278800955,0.0,july
9-3309010137|ED2083|075,0.0,may
9-3369027425|EE0018|4-5,0.0,may
9-3372016112|EE0334|11-12,1.0,august
9-3372016153|EE0019|12-13,1.0,july
9-3548000443|EE0119|80,1.0,february
9-4508000818|EB9373|XL,2.0,april
9-4730000412|EE0847|1SZ,2.0,may
9-4896001127,3.0,july
9-4896001143,9.0,january
9-4952000146|EE2904|32,1.0,april
9-5142000047|EE5904|3334,1.0,january
9-5142000192|EB9086|XL,3.0,may
9-5142000227|EE9905|3332,2.0,may
1044967,4.0,june
1047369,3.0,january
1047823,2.0,march
1080421,2.0,december
1080678,2.0,may
1080995,0.0,september
1084372,2.0,november-december
1058934,3.0,july
1084181,2.0,august-september
12307652,21.0,august
3200748765001|P0000|XL,0.0,may
900278800929,1.0,january
9-2077003745,1.0,june
9-3309010104|EC2790|090,2.0,june
9-3372016194|EE0055|10-11,1.0,july-august
9-3970008529|EB8371|44,1.0,april
9-4552001181|EE1059|41-46,6.0,may
9-4620000026,1.0,september-november
9-4620000161,1.0,october
9-4952000128|ED9540|31,1.0,may
9-5142000017|EE6931|L,5.0,august
9-5143000109|EE2554|2730,1.0,april
9-5143000173|EE1411|S,2.0,may
1058932,3.0,november
1080322,1.0,september
1080450,7.0,november
1081026,4.0,september-october
1084627,2.0,november
1085312,0.0,april-may
1084082,0.0,november
12307660,14.0,january-march
900278504294,2.0,october-november
900278800926,2.0,december
9-3309010136|ED2082|090,1.0,may
9-3369027370|EE0321|6-7,0.0,may
9-3370026314|EE0321|6-7,0.0,may
9-3970008512|EE6516|46,1.0,april-may
9-3970008535|EE0019|42,2.0,april
9-4508000700|ED3432|L,2.0,august
9-4508000739|EE7044|XL,0.0,november
9-4508000801|EE0019|M,1.0,april
9-4552000895|EE1059|41-46,3.0,april-may
9-4619000191,2.0,april
9-4619000204,2.0,november-december
9-4620000188,3.0,september
9-4896001343,34.0,june
949300800229,1.0,june-july
9-5142000076|EA8574|M,5.0,march
9-5143000062|EE1415|2732,1.0,february
9-5143000160|EE2580|L,1.0,may
1011876,1.0,january-december
1031869,2.0,october
1051506,2.0,october-december
1052360,1.0,june
1057474,2.0,september-november
3200957152001|P0000|10,1.0,may
3200957662002|P0000|L,1.0,may
37-48SMA009721G|0000|8,1.0,may
3AF5622|L166|T42,1.0,august
3AF5628|L166|T36,1.0,july-august
3200963871003|P0000|M,2.0,may
3G2003140|G0005|3XL,1.0,july-august
3GW4200587|G0651|M,1.0,may
3GW4200663|G0832|L,1.0,january
3NCK41050|NC6NR|S,2.0,january
3NCK41050|NC7CN|S,1.0,june
3NCT71053|NC0TB|M,4.0,july
3TH9894|LI1K|T7,0.0,may
3TJ8460|L001|T8A,2.0,may
900240501166,0.0,january-december
9-0995032331|EE0017|10,1.0,august
9-0995032839|EE0684|4,1.0,april
9-2212001984|EE0848|.,2.0,may
9-3007002925,1.0,november-december
9-3007002933,1.0,november-december
9-3007002935,2.0,july
9-3007003171,1.0,june-august
9-3308012424|EE3391|3XL,2.0,july-august
9-3308012430|ED2066|L,10.0,july
9-3308012430|ED2066|XXL,4.0,july
9-3308012436|EC6164|34,3.0,september
9-3308012546|ED2066|M,1.0,february
9-3308012621|ED5669|3XL,2.0,december
9-3308012706|ED5661|M,2.0,may
9-3371018285|EE1664|14-15,0.0,february
9-3371018334|EE0018|13-14,1.0,february
9-3371018835|EE0018|13-14,1.0,august
939278800272,1.0,january
9-4093001325|EE2131|M,1.0,may
9-4574001567|EE2469|3,0.0,may
9-4598000569|ED7756|40,1.0,may
9-4599000524|EE0004|1,1.0,march
9-4677000045|EB1413|L,2.0,april
9-4896002359,1.0,july-august
9-4896002368,44.0,may-july
9-4896002477,10.0,november
9-4896002486,1.0,june-july
9-4896002588,0.0,january-february
9-4896002675,0.0,september-october
9-4896002680,10.0,september-october
9-4946000446|EE1149|M,1.0,april-may
9-4947000428|EA5378|32,1.0,april
9-5103000042|ED7649|41,1.0,may
9-5103000044|ED7651|38,0.0,march
9-5238000013,3.0,january-december
9-5268000031|ED1998|39,2.0,may
1028287,7.0,october-december
1028845,2.0,september
1051626,5.0,november-december
1080220,10.0,august-september
3200963871003|P0000|L,1.0,april
37-49SMA0068092|0000|11,0.0,may
3AAS4865|B050GY|T42,1.0,may
3200940495002|P0000|M,2.0,may
3G2003140|G0433|S,2.0,may
3G2003301|G0005|XXL,1.0,may
3G205069|G0410|38,1.0,may
3G920016000|G0627|XXL,1.0,may
3G922516006|G0401|M,1.0,may
3GW4200573|G0433|XXL,0.0,may
3NCT71053|NC4NV|XXL,6.0,may
3TJ1123|L001|T10A,1.0,january-february
3TJ2539|LCCA|T12A,1.0,january
3TJ8431|L2CQ|T6A,0.0,april
9-0995032773|EE0011|8,1.0,february
9-0995032909|EE0011|18,1.0,march
9-0995032922|EE0016|3,1.0,may
9-0995032949|EE0017|12,1.0,may
9-0995033064|EE1754|8,0.0,may
9-2212001648|EE6729|.,1.0,april-may
9-2212001856|EE6729|.,2.0,january
9-2212001857|EE6729|.,2.0,january-december
9-3007002765,1.0,january
9-3007002851,2.0,january
9-3007002922,2.0,april
9-3007003237,1.0,march-april
9-3008000485,1.0,june-july
9-3308012427|EC6144|XL,5.0,july-september
9-3308012466|EE0034|M,2.0,july
9-3308012475|EE0034|L,1.0,august
9-3308012499|EE0363|XL,3.0,july-august
9-3308012695|EE0039|3XL,1.0,may
9-3308012717|EA7522|3XL,0.0,may
9-3371018755|EE1664|10-11,2.0,august
9-3371019147|EE0018|13-14,0.0,may
9-4198002795|EE3414|M,0.0,april
9-4547000052,1.0,february
9-4560000215|EE0004|25,1.0,april
9-4560000227|EE2469|34,0.0,march
9-4598000544|EE1149|36,1.0,february
9-4825001433|EE0019|XX LARGE,3.0,july
9-4825001744|ED5155|3834,1.0,february
9-4862000177,8.0,april
9-4862000208,1.0,july
9-4862000301,7.0,june-july
9-4896001466,13.0,july
9-4896002288,10.0,october-december
9-4896002427,4.0,february
9-4896002583,6.0,june
9-4896002673,13.0,november-december
9-4946000412|EE1149|M,1.0,march
9-4946000460|EB9479|2732,0.0,may
9-4947000266|EE1149|XXL,1.0,august
9-5000001807|EE0321|42,1.0,june
9-5104000005|EE5980|42,1.0,june
9-5223000037|ED4558|T.U.,1.0,may
9-5236000000,15.0,october
1050905,4.0,february-march
1058241,0.0,february
1081108,2.0,november
1082000,2.0,march
1082650,2.0,march
1083588,15.0,november-december
3TF3363|LI2V|T38,0.0,february-march
9-2077004242,5.0,june
9-2889014416|EE0051|M,1.0,april-may
9-3233002384|ED7489|U,2.0,april
9-3233002413|EE9522|U,1.0,may
9-4842000527|EE0019|16,1.0,november
9-4853000345|EE0846|M,1.0,may
9-4862000528,2.0,january
9-4862000800,1.0,january
9-4866000078,1.0,may
9-4896003908,2.0,january-february
9-4985000609,2.0,october
9-5289000038,3.0,october-december
9-5292000027|EE0018|L,0.0,november
1044957,2.0,january
1053264,5.0,december
1082386,2.0,march
1083753,5.0,december
1082437,6.0,july
1083653,5.0,august
3GJ7372|L031|T16A,0.0,july
3NCN1R02892|NC453|L,4.0,april
3NCN1R02916|NC459|XXXL,0.0,may
9-2077004244,0.0,january
9-4508000694|EA0630|L,1.0,july-august
9-4559001301|EE0019|T/U,1.0,july
9-4617000091|EE0019|37,1.0,april-may
9-4631000110,1.0,november-december
9-4842000595|EA5076|4,1.0,may
9-4862000524,4.0,march
9-4862000748,1.0,march
9-4866000038,2.0,january-december
9-4896001564,7.0,january-december
9-4896003464,6.0,february
9-4896003567,14.0,january-december
9-4896003719,13.0,march
9-4896003944,0.0,may-june
9-4896003957,11.0,january
9-4896003959,11.0,october-december
9-4975000042|EC7734|XL,1.0,july
9-4985000061,3.0,july
1053262,3.0,may
1054550,9.0,july
1057803,2.0,july
1057892,1.0,october
1081084,3.0,march
1082436,2.0,november-december
3250951397002|P0000|4,0.0,january
1082784,2.0,may
1083353,5.0,may-july
3SF9213|L166|T42,1.0,april
9-2077003915,3.0,january
